Artist name,Stage,Day,Stage group,Start time,End time
BILLY KIDD,THE PAVEMENT ,SUNDAY,THEATRE AND CIRCUS,19:30:00,20:00:00
MR VITA- 'THE TNT SHOW',THE PAVEMENT ,SUNDAY,THEATRE AND CIRCUS,18:55:00,19:25:00
MAPLE STAPLEGUN,THE PAVEMENT ,SUNDAY,THEATRE AND CIRCUS,18:15:00,18:45:00
ZANZIBAR,THE PAVEMENT ,SUNDAY,THEATRE AND CIRCUS,17:40:00,18:10:00
MIKE RAFFONE,THE PAVEMENT ,SUNDAY,THEATRE AND CIRCUS,17:05:00,17:35:00
FATT MATT,THE PAVEMENT ,SUNDAY,THEATRE AND CIRCUS,16:30:00,17:00:00
SHANDY SOUTH,THE PAVEMENT ,SUNDAY,THEATRE AND CIRCUS,15:55:00,16:25:00
THE MIGHTY GARETH,THE PAVEMENT ,SUNDAY,THEATRE AND CIRCUS,15:20:00,15:50:00
PAUL CURRIE,THE PAVEMENT ,SUNDAY,THEATRE AND CIRCUS,14:45:00,15:15:00
PETE DOBBING,THE PAVEMENT ,SUNDAY,THEATRE AND CIRCUS,14:10:00,14:40:00
GREAT DAVE,THE PAVEMENT ,SUNDAY,THEATRE AND CIRCUS,13:35:00,14:05:00
FELICITY FOOTLOSE SHOW,THE PAVEMENT ,SUNDAY,THEATRE AND CIRCUS,13:00:00,13:30:00
ROB ROY COLLINS,THE PAVEMENT ,SUNDAY,THEATRE AND CIRCUS,12:25:00,12:55:00
ANDREW PARKIN,THE PAVEMENT ,SUNDAY,THEATRE AND CIRCUS,11:50:00,12:20:00
SILVER,THE PAVEMENT ,SUNDAY,THEATRE AND CIRCUS,11:15:00,11:45:00
GEORGE ORANGE,THE PAVEMENT ,SUNDAY,THEATRE AND CIRCUS,10:40:00,11:10:00
CHINESE LION,THE PAVEMENT ,SUNDAY,THEATRE AND CIRCUS,10:30:00,10:40:00
THE LAND OF GIANTS,THE GATEWAY,SUNDAY,THEATRE AND CIRCUS,19:00:00,19:30:00
THE LOW KEYS AND THE WILDER MEN,THE GATEWAY,SUNDAY,THEATRE AND CIRCUS,18:00:00,18:30:00
TOURETTESHERO AND CAPTAIN HOTKNIVES,THE GATEWAY,SUNDAY,THEATRE AND CIRCUS,17:10:00,17:40:00
BLUFF'SWINGUEURS,THE GATEWAY,SUNDAY,THEATRE AND CIRCUS,16:25:00,16:55:00
BIG BEAT,THE GATEWAY,SUNDAY,THEATRE AND CIRCUS,15:40:00,16:10:00
NEW YORK BRASS BAND,THE GATEWAY,SUNDAY,THEATRE AND CIRCUS,15:00:00,15:30:00
SILVER,THE GATEWAY,SUNDAY,THEATRE AND CIRCUS,14:25:00,14:55:00
CARNIVAL COLLECTIVE,THE GATEWAY,SUNDAY,THEATRE AND CIRCUS,13:45:00,14:15:00
HERBIE TREEHEAD,THE GATEWAY,SUNDAY,THEATRE AND CIRCUS,13:05:00,13:35:00
MIK ARTISTIK'S EGO TRIP,THE GATEWAY,SUNDAY,THEATRE AND CIRCUS,12:10:00,12:55:00
FORMIDABLE VEGETABLE SOUND SYSTEM,THE GATEWAY,SUNDAY,THEATRE AND CIRCUS,11:25:00,11:55:00
THE LAND OF GIANTS,THE GATEWAY,SUNDAY,THEATRE AND CIRCUS,10:30:00,11:00:00
VILLAGE DISCO,A LITTLE MORE SENSATION,SUNDAY,THEATRE AND CIRCUS,0:30:00,3:00:00
MAMADOO,A LITTLE MORE SENSATION,SUNDAY,THEATRE AND CIRCUS,0:00:00,0:20:00
LEKIDDO- LORD OF THE LOBSTERS!,A LITTLE MORE SENSATION,SUNDAY,THEATRE AND CIRCUS,19:00:00,19:30:00
GLORIATOR,A LITTLE MORE SENSATION,SUNDAY,THEATRE AND CIRCUS,18:05:00,18:45:00
HIJINX THEATRE,A LITTLE MORE SENSATION,SUNDAY,THEATRE AND CIRCUS,17:30:00,18:00:00
CARIBBEAN REPUBLIC OF SANTA CANDELA,A LITTLE MORE SENSATION,SUNDAY,THEATRE AND CIRCUS,16:35:00,17:20:00
DAN THE HAT,A LITTLE MORE SENSATION,SUNDAY,THEATRE AND CIRCUS,15:55:00,16:25:00
FACES OF DISCO,A LITTLE MORE SENSATION,SUNDAY,THEATRE AND CIRCUS,15:05:00,15:45:00
THE BEATBOX COLLECTIVE,A LITTLE MORE SENSATION,SUNDAY,THEATRE AND CIRCUS,14:25:00,14:55:00
ANGIE MACK,A LITTLE MORE SENSATION,SUNDAY,THEATRE AND CIRCUS,13:45:00,14:15:00
SHANDY SOUTH,A LITTLE MORE SENSATION,SUNDAY,THEATRE AND CIRCUS,13:10:00,13:40:00
GREAT DAVE,A LITTLE MORE SENSATION,SUNDAY,THEATRE AND CIRCUS,12:35:00,13:05:00
PAUL CURRIE,A LITTLE MORE SENSATION,SUNDAY,THEATRE AND CIRCUS,12:00:00,12:30:00
BILLY KIDD,A LITTLE MORE SENSATION,SUNDAY,THEATRE AND CIRCUS,11:25:00,11:55:00
HIJINX THEATRE,A LITTLE MORE SENSATION,SUNDAY,THEATRE AND CIRCUS,10:30:00,11:10:00
TIGA (HOUSE SET),THE BEAT HOTEL,SUNDAY,OTHER,0:30:00,2:30:00
PSYCHEMAGIK,THE BEAT HOTEL,SUNDAY,OTHER,23:00:00,0:30:00
TOM MIDDLETON,THE BEAT HOTEL,SUNDAY,OTHER,21:45:00,23:00:00
SKREAM B2B ARTWORK (DISCO SET),THE BEAT HOTEL,SUNDAY,OTHER,20:00:00,21:45:00
DJ OX,THE BEAT HOTEL,SUNDAY,OTHER,18:00:00,20:00:00
JACKMASTER PRESENTS TWEAK-A-HOLIC,THE BEAT HOTEL,SUNDAY,OTHER,16:00:00,18:00:00
JOHNNO,THE BEAT HOTEL,SUNDAY,OTHER,14:00:00,16:00:00
SMOOTH SAILING,THE BEAT HOTEL,SUNDAY,OTHER,12:00:00,14:00:00
ROOM SERVICE,THE BEAT HOTEL,SUNDAY,OTHER,10:00:00,12:00:00
THE FOX PROBLEM,WILLIAM'S GREEN,SUNDAY,OTHER,1:00:00,2:30:00
DJ YODA,WILLIAM'S GREEN,SUNDAY,OTHER,23:00:00,1:00:00
JAGWAR MA,WILLIAM'S GREEN,SUNDAY,OTHER,21:00:00,21:45:00
FAMILY OF THE YEAR,WILLIAM'S GREEN,SUNDAY,OTHER,20:00:00,20:40:00
THE JEZABELS,WILLIAM'S GREEN,SUNDAY,OTHER,19:00:00,19:40:00
NICK MULVEY,WILLIAM'S GREEN,SUNDAY,OTHER,18:00:00,18:40:00
GLITCHES,WILLIAM'S GREEN,SUNDAY,OTHER,17:00:00,17:40:00
LYLA FOY,WILLIAM'S GREEN,SUNDAY,OTHER,16:00:00,16:40:00
THE BOHICAS,WILLIAM'S GREEN,SUNDAY,OTHER,15:00:00,15:40:00
SUPERFOOD,WILLIAM'S GREEN,SUNDAY,OTHER,14:00:00,14:40:00
JOSH RECORD,WILLIAM'S GREEN,SUNDAY,OTHER,13:00:00,13:40:00
LOST MAP PRESENTS PICTISH TRAIL AND TUFF LOVE,WILLIAM'S GREEN,SUNDAY,OTHER,12:00:00,12:40:00
THE SMYTHS,WILLIAM'S GREEN,SUNDAY,OTHER,11:00:00,11:40:00
FINALE,ARCADIA,SUNDAY,OTHER,2:55:00,3:00:00
VIRUS RECORDINGS TAKEOVER,ARCADIA,SUNDAY,OTHER,1:35:00,2:55:00
OPTIV & BTK (BLACKJACK LP SHOWCASE) ,ARCADIA,SUNDAY,OTHER,,
ED RUSH & OPTICAL,ARCADIA,SUNDAY,OTHER,,
DIGITAL SOUND BOY TAKEOVER,ARCADIA,SUNDAY,OTHER,0:35:00,1:35:00
SHY FX & B. TRAITS,ARCADIA,SUNDAY,OTHER,,
HOSPITALITY TAKE OVER,ARCADIA,SUNDAY,OTHER,22:45:00,0:35:00
METRIK B2B FRED V & GRAFIX,ARCADIA,SUNDAY,OTHER,,
LONDON ELEKTRICITY B2B HIGH CONTRAST,ARCADIA,SUNDAY,OTHER,,
HOSTED BY DYNAMITE MC,ARCADIA,SUNDAY,OTHER,,
GLASTONBURY LANDING SHOW,ARCADIA,SUNDAY,OTHER,22:15:00,22:45:00
JINX  IN DUB FT PARLY B & GARDNA,ARCADIA,SUNDAY,OTHER,21:15:00,22:15:00
DAVID RODIGAN MBE,ARCADIA,SUNDAY,OTHER,19:45:00,21:15:00
"ZION TRAIN – 25 YEARS, DUBWISE NO COMPROMISE",ARCADIA,SUNDAY,OTHER,18:45:00,19:45:00
SOUL II SOUL SOUNDSYSTEM,ARCADIA,SUNDAY,OTHER,17:45:00,18:45:00
TBA,ARCADIA,SUNDAY,OTHER,17:00:00,17:45:00
MECHANICAL PLAYGROUND COMES TO LIFE,ARCADIA,SUNDAY,OTHER,16:00:00,17:00:00
SCRATCH SISTERS,AVALON CAFÉ,SUNDAY,OTHER,1:30:00,3:00:00
BLUENECK,AVALON CAFÉ,SUNDAY,OTHER,0:00:00,1:00:00
FAT STANLEY,AVALON CAFÉ,SUNDAY,OTHER,22:30:00,23:30:00
KANGAROO MOON,AVALON CAFÉ,SUNDAY,OTHER,21:00:00,22:00:00
COCO AND THE BUTTERFIELDS,AVALON CAFÉ,SUNDAY,OTHER,19:30:00,20:30:00
ONLY GIRL,AVALON CAFÉ,SUNDAY,OTHER,18:30:00,19:30:00
ELLE AND THE POCKET BELLES,AVALON CAFÉ,SUNDAY,OTHER,17:30:00,18:15:00
THE SENIORS,AVALON CAFÉ,SUNDAY,OTHER,16:30:00,17:15:00
RAGSY,AVALON CAFÉ,SUNDAY,OTHER,15:30:00,16:15:00
HODMADODDERY,AVALON CAFÉ,SUNDAY,OTHER,14:30:00,15:15:00
KIM CHURCHILL,AVALON CAFÉ,SUNDAY,OTHER,13:30:00,14:15:00
LAZIBYRD,AVALON CAFÉ,SUNDAY,OTHER,12:30:00,13:15:00
THE DRYSTONES,AVALON CAFÉ,SUNDAY,OTHER,11:30:00,12:15:00
THE WRAITHS,AVALON CAFÉ,SUNDAY,OTHER,10:30:00,11:15:00
LAST AMERICAN OUTLAW,PILTON PALAIS,SUNDAY,OTHER,2:30:00,3:47:00
GRAND BUDAPEST HOTEL,PILTON PALAIS,SUNDAY,OTHER,0:30:00,2:10:00
CALVARY,PILTON PALAIS,SUNDAY,OTHER,22:30:00,0:11:00
TRACKS,PILTON PALAIS,SUNDAY,OTHER,20:00:00,21:53:00
MASTERCLASS,PILTON PALAIS,SUNDAY,OTHER,16:00:00,19:45:00
MALEFICENT 3D,PILTON PALAIS,SUNDAY,OTHER,13:30:00,15:45:00
FROZEN 3D - SING ALONG VERSION,PILTON PALAIS,SUNDAY,OTHER,11:00:00,12:48:00
FAT 45,THE BANDSTAND,SUNDAY,OTHER,23:00:00,0:00:00
WILLE & THE BANDITS,THE BANDSTAND,SUNDAY,OTHER,21:30:00,22:30:00
LAND OF THE GIANTS,THE BANDSTAND,SUNDAY,OTHER,20:10:00,21:05:00
THE RAGGED TROUSERED PHILANTHROPISTS,THE BANDSTAND,SUNDAY,OTHER,19:00:00,19:45:00
VIOLENTANGO,THE BANDSTAND,SUNDAY,OTHER,18:00:00,18:40:00
LOOP FORCE,THE BANDSTAND,SUNDAY,OTHER,17:00:00,17:40:00
KIDNAP ALICE,THE BANDSTAND,SUNDAY,OTHER,16:00:00,16:40:00
HOT FEET,THE BANDSTAND,SUNDAY,OTHER,15:00:00,15:40:00
TBA,THE BANDSTAND,SUNDAY,OTHER,14:00:00,14:40:00
DAVID CELIA & FRIENDS,THE BANDSTAND,SUNDAY,OTHER,13:00:00,13:40:00
THE MAGIC LANTERN,THE BANDSTAND,SUNDAY,OTHER,12:00:00,12:40:00
MAYITO RIVERA & THE SONS OF CUBA,GLASTO LATINO,SUNDAY,SOUTH EAST CORNER,23:30:00,1:00:00
SON YAMBÚ/CUBAN CARNIVAL,GLASTO LATINO,SUNDAY,SOUTH EAST CORNER,18:00:00,19:00:00
CLASS - NIGEL MAY,GLASTO LATINO,SUNDAY,SOUTH EAST CORNER,17:00:00,18:00:00
CUBAN CARNIVAL/SON YAMBÚ,GLASTO LATINO,SUNDAY,SOUTH EAST CORNER,16:00:00,17:00:00
CLASS - MAURICIO REYES,GLASTO LATINO,SUNDAY,SOUTH EAST CORNER,15:00:00,16:00:00
SON YAMBÚ/CUBAN CARNIVAL,GLASTO LATINO,SUNDAY,SOUTH EAST CORNER,14:00:00,15:00:00
CLASS - NIGEL MAY,GLASTO LATINO,SUNDAY,SOUTH EAST CORNER,13:00:00,14:00:00
THE NATIONAL THEATRE PRESENTS DR SEUSS’S CAT IN THE HAT,KIDZFIELD BIG TOP,SUNDAY,OTHER,18:00:00,19:00:00
WHAT THE LADYBIRD HEARD BY JULIA DONALDSON,KIDZFIELD BIG TOP,SUNDAY,OTHER,17:45:00,17:45:00
ALEX WINTERS’  CBEEBIES STAGE EXTRAVAGANZA,KIDZFIELD BIG TOP,SUNDAY,OTHER,16:00:00,16:45:00
SIGNOR BAFFO & MRS MACAROON,KIDZFIELD BIG TOP,SUNDAY,OTHER,12:00:00,13:00:00
ALBION KIDS SHOW,LITTLE KIDZ AREA,SUNDAY,OTHER,9:00:00,19:00:00
KIDZFIELD END OF YEAR SHOW,MUZIKADEMY,SUNDAY,OTHER,9:00:00,19:00:00
CAPTAIN KIPPER/WILLIE THE WICKED WOLF,PROF PANIC'S PUPPET THEATRE,SUNDAY,OTHER,14:00:00,15:00:00
TBA,STORYTELLERS TENT,SUNDAY,OTHER,15:00:00,16:00:00
SIRCAS CIRCUS,THE KIDZ FIELD,SUNDAY,OTHER,13:00:00,17:00:00
THE WOODCRAFT FOLK,THE KIDZ FIELD,SUNDAY,OTHER,9:00:00,19:00:00
